word,pos,CEFR,freq,base_score,log_frequency,final_score
conceit,noun,B2,283744,4000.0,-285.2133355648091,3714.7866644351907
stopover,noun,B2,283173,4000.0,-285.3532031530341,3714.646796846966
punctual,adjective,B2,281145,4000.0,-285.8522556450658,3714.1477443549343
subside,verb,B2,277927,4000.0,-286.65158066186666,3713.348419338133
dowry,noun,B2,275011,4000.0,-287.38392515448004,3712.61607484552
repress,verb,B2,274024,4000.0,-287.63356729696164,3712.3664327030383
fantastically,adverb,B2,272612,4000.0,-287.99227255625385,3712.0077274437463
falter,verb,B2,269624,4000.0,-288.75751130475544,3711.2424886952444
shoplifting,noun,B2,268139,4000.0,-289.1409862120289,3710.859013787971
recollect,verb,B2,267939,4000.0,-289.1927948699931,3710.807205130007
impatiently,adverb,B2,267450,4000.0,-289.3196300843823,3710.6803699156176
anchorman,noun,B2,263975,4000.0,-290.22770008682767,3709.7722999131724
antistatic,adjective,B2,263017,4000.0,-290.48014247290973,3709.51985752709
unselfish,adjective,B2,261911,4000.0,-290.7727303596127,3709.2272696403875
permeate,verb,B2,260407,4000.0,-291.1725962464161,3708.827403753584
waistcoat,noun,B2,259695,4000.0,-291.36270059553755,3708.6372994044623
rafter,noun,B2,258635,4000.0,-291.6466888879729,3708.353311112027
overestimate,verb,B2,255665,4000.0,-292.4486347748158,3707.5513652251843
overcoat,noun,B2,254795,4000.0,-292.68531298067387,3707.314687019326
referent,adjective,B2,253518,4000.0,-293.03418079593564,3706.9658192040642
intrude,verb,B2,251464,4000.0,-293.5990231413924,3706.4009768586075
indescribable,adjective,B2,250954,4000.0,-293.73998624280796,3706.260013757192
neurosis,noun,B2,250297,4000.0,-293.9220027086981,3706.077997291302
paintbrush,noun,B2,249082,4000.0,-294.25987079424897,3705.740129205751
gaudy,adjective,B2,248813,4000.0,-294.3348973256409,3705.6651026743593
nobleman,noun,B2,247368,4000.0,-294.7393141888027,3705.260685811197
punctuality,noun,B2,243610,4000.0,-295.8022414265154,3704.1977585734844
stagger,noun,B2,242948,4000.0,-295.9911814440141,3704.0088185559857
mournful,adjective,B2,242205,4000.0,-296.2038536537252,3703.796146346275
scythe,noun,B2,241758,4000.0,-296.33211500112054,3703.6678849988793
aircrew,noun,B2,240757,4000.0,-296.620202354045,3703.379797645955
unkind,adjective,B2,239629,4000.0,-296.9462791290959,3703.0537208709043
strangle,verb,B2,237165,4000.0,-297.66393145972324,3702.3360685402768
attentively,adverb,B2,235264,4000.0,-298.22272094245716,3701.7772790575427
uncomfortably,adverb,B2,233058,4000.0,-298.8768515516874,3701.1231484483123
thickly,adverb,B2,231504,4000.0,-299.3413767346558,3700.6586232653444
cubism,noun,B2,226011,4000.0,-301.0087216213582,3698.9912783786417
stubbornly,adverb,B2,225542,4000.0,-301.1529546019561,3698.847045398044
subplot,noun,B2,225009,4000.0,-301.3172342505244,3698.6827657494755
humiliate,verb,B2,222917,4000.0,-301.96580726899833,3698.034192731002
beautify,verb,B2,220247,4000.0,-302.8024737185149,3697.197526281485
handrail,noun,B2,219704,4000.0,-302.9738678913328,3697.0261321086673
unease,noun,B2,218653,4000.0,-303.30681551040914,3696.6931844895907
centigrade,noun,B2,218648,4000.0,-303.30840328864747,3696.6915967113528
thoughtless,adjective,B2,217903,4000.0,-303.54538892178186,3696.454611078218
filial,adjective,B2,216234,4000.0,-304.0792545822145,3695.9207454177854
fingernail,noun,B2,213104,4000.0,-305.09165662856725,3694.9083433714327
cellist,noun,B2,212738,4000.0,-305.211009538211,3694.788990461789
unmistakably,adverb,B2,210300,4000.0,-306.01132174424447,3693.9886782557555
inborn,adjective,B2,208927,4000.0,-306.4661245719009,3693.5338754280992
malady,noun,B2,208016,4000.0,-306.76954351595975,3693.23045648404
bombard,noun,B2,204887,4000.0,-307.82190792029905,3692.178092079701
nought,noun,B2,204395,4000.0,-307.9888412201529,3692.011158779847
exclaim,verb,B2,203941,4000.0,-308.14323815457067,3691.8567618454294
sneer,noun,B2,203583,4000.0,-308.26522984783037,3691.7347701521694
mumble,verb,B2,202090,4000.0,-308.7763064234807,3691.2236935765195
mumble,noun,B2,202090,4000.0,-308.7763064234807,3691.2236935765195
nostril,noun,B2,201758,4000.0,-308.89046815745587,3691.109531842544
landlady,noun,B2,201334,4000.0,-309.0365385341471,3690.963461465853
essayist,noun,B2,197734,4000.0,-310.289297988411,3689.710702011589
tightrope,noun,B2,194317,4000.0,-311.4996556441019,3688.500344355898
startle,verb,B2,193590,4000.0,-311.75991575711555,3688.240084242884
exalt,verb,B2,193526,4000.0,-311.7828740275738,3688.2171259724264
paratrooper,noun,B2,193422,4000.0,-311.8201974151727,3688.1798025848275
overshadow,verb,B2,192495,4000.0,-312.1537674043175,3687.8462325956825
unconcerned,adjective,B2,190716,4000.0,-312.79844327061454,3687.2015567293856
toenail,noun,B2,187584,4000.0,-313.94817269624616,3686.0518273037537
personification,noun,B2,181369,4000.0,-316.28761037812694,3683.712389621873
microorganism,noun,B2,180815,4000.0,-316.5000234081386,3683.4999765918615
aubergine,noun,B2,178731,4000.0,-317.3049354563731,3682.695064543627
impolite,adjective,B2,177692,4000.0,-317.7097455827085,3682.2902544172916
birdcage,noun,B2,170328,4000.0,-320.64857729231227,3679.3514227076876
pessimist,noun,B2,169848,4000.0,-320.8445240884746,3679.155475911525
engulf,verb,B2,169646,4000.0,-320.9271506402558,3679.0728493597444
speeder,noun,B2,169468,4000.0,-321.0000417620484,3678.9999582379514
imprison,verb,B2,167427,4000.0,-321.84134791276256,3678.1586520872374
offhand,adverb,B2,166521,4000.0,-322.2180957152443,3677.781904284756
bewilderment,noun,B2,165410,4000.0,-322.6828979183262,3677.317102081674
bossy,adjective,B2,163576,4000.0,-323.4570507823222,3676.5429492176777
stonework,noun,B2,163191,4000.0,-323.62066575756785,3676.3793342424324
skyward,adverb,B2,156306,4000.0,-326.613651934073,3673.386348065927
droop,noun,B2,156194,4000.0,-326.66342201318037,3673.3365779868195
outgrow,verb,B2,155882,4000.0,-326.8022556432762,3673.197744356724
solidity,noun,B2,154323,4000.0,-327.5001686456391,3672.499831354361
downsize,verb,B2,152120,4000.0,-328.4984951126595,3671.5015048873406
astonish,verb,B2,151568,4000.0,-328.75090841340443,3671.2490915865956
breakable,adjective,B2,148368,4000.0,-330.23253298995655,3669.767467010043
rainstorm,noun,B2,148350,4000.0,-330.2409571949056,3669.7590428050944
gaiety,noun,B2,148256,4000.0,-330.28496687863117,3669.715033121369
woodcarving,noun,B2,148186,4000.0,-330.31775817790754,3669.6822418220927
ravage,noun,B2,147903,4000.0,-330.4504868061641,3669.549513193836
untie,verb,B2,146576,4000.0,-331.0762641626916,3668.9237358373084
outdo,verb,B2,146433,4000.0,-331.14403696182853,3668.8559630381715
soliloquy,noun,B2,145805,4000.0,-331.4424542206095,3668.5575457793907
bathhouse,noun,B2,143703,4000.0,-332.4507317432541,3667.549268256746
wallboard,noun,B2,142114,4000.0,-333.2227732091397,3666.7772267908604
drinkable,adjective,B2,141597,4000.0,-333.4758283478085,3666.5241716521914
obsess,verb,B2,140562,4000.0,-333.98521633825095,3666.014783661749
subjunctive,noun,B2,139718,4000.0,-334.40338546121484,3665.596614538785
clearness,noun,B2,135417,4000.0,-336.5743828107759,3663.425617189224
cheerfulness,noun,B2,134403,4000.0,-337.0962574264828,3662.9037425735173
workaholic,adjective,B2,133350,4000.0,-337.64238810839385,3662.357611891606
ruinous,adjective,B2,131851,4000.0,-338.42731898306306,3661.572681016937
skateboarder,noun,B2,128733,4000.0,-340.08900667669866,3659.910993323301
irresistibly,adverb,B2,124793,4000.0,-342.24729268683245,3657.752707313168
intransitive,adjective,B2,124619,4000.0,-342.34417227529,3657.65582772471
uneasily,adverb,B2,124519,4000.0,-342.399911427782,3657.600088572218
jealously,adverb,B2,118887,4000.0,-345.6136400476672,3654.386359952333
seesaw,noun,B2,117947,4000.0,-346.16481109403514,3653.835188905965
outlive,verb,B2,116672,4000.0,-346.9194715472731,3653.080528452727
exactness,noun,B2,116596,4000.0,-346.96471531387,3653.03528468613
indignity,noun,B2,110391,4000.0,-350.76179163700664,3649.238208362993
unfashionable,adjective,B2,109922,4000.0,-351.0574115507243,3648.9425884492757
tiptoe,verb,B2,109409,4000.0,-351.3822133675011,3648.617786632499
gook,noun,B2,108502,4000.0,-351.9602175124137,3648.0397824875863
invariable,adjective,B2,106028,4000.0,-353.561733312193,3646.438266687807
uncharacteristic,adjective,B2,103103,4000.0,-355.5041217719755,3644.4958782280246
crossly,adverb,B2,101539,4000.0,-356.56545251513296,3643.434547484867
masseur,noun,B2,98908,4000.0,-358.38828408332336,3641.6117159166765
newscaster,noun,B2,97934,4000.0,-359.0754237878119,3640.924576212188
overhear,verb,B2,97704,4000.0,-359.23868203640757,3640.7613179635923
examinee,noun,B2,96203,4000.0,-360.3136516570737,3639.686348342926
pawnbroker,noun,B2,94830,4000.0,-361.3117421778301,3638.68825782217
salesmanship,noun,B2,91437,4000.0,-363.84160104082036,3636.1583989591795
smokestack,noun,B2,90371,4000.0,-364.65583554782256,3635.344164452177
stammer,verb,B2,88641,4000.0,-365.9979136516588,3634.0020863483414
blurt,noun,B2,86781,4000.0,-367.4703803224255,3632.5296196775744
determiner,noun,B2,86465,4000.0,-367.72367418078045,3632.2763258192194
disillusion,verb,B2,84446,4000.0,-369.3642141600944,3630.6357858399056
prance,noun,B2,82298,4000.0,-371.1532061576538,3628.8467938423464
mistrustful,adjective,B2,81767,4000.0,-371.602655144845,3628.397344855155
recommendable,adjective,B2,81630,4000.0,-371.71908836314253,3628.2809116368576
mystify,verb,B2,80622,4000.0,-372.5818212872364,3627.4181787127636
tortoiseshell,noun,B2,79970,4000.0,-373.14562299447056,3626.8543770055294
dispensable,adjective,B2,79135,4000.0,-373.8744206154198,3626.1255793845803
unashamedly,adverb,B2,77439,4000.0,-375.37868266489625,3624.621317335104
outshine,verb,B2,75532,4000.0,-377.1099510498964,3622.890048950104
antiaircraft,adjective,B2,72572,4000.0,-379.8857184380366,3620.1142815619633
pawnshop,noun,B2,66974,4000.0,-385.4594871428842,3614.5405128571156
impermanent,adjective,B2,66041,4000.0,-386.43355330993893,3613.566446690061
reprove,verb,B2,64199,4000.0,-388.39770266754596,3611.602297332454
wearisome,adjective,B2,63545,4000.0,-389.1086564076316,3610.8913435923682
mistreat,verb,B2,59256,4000.0,-393.96077201444376,3606.0392279855564
quarrelsome,adjective,B2,57852,4000.0,-395.6257238102401,3604.3742761897597
preoccupy,verb,B2,57089,4000.0,-396.5475653142532,3603.452434685747
shoplifter,noun,B2,56909,4000.0,-396.7668336626729,3603.233166337327
prejudge,verb,B2,56776,4000.0,-396.92929461116273,3603.0707053888373
ferryboat,noun,B2,56493,4000.0,-397.276252354403,3602.723747645597
mutability,noun,B2,54513,4000.0,-399.75347540259935,3600.246524597401
nonprofessional,adjective,B2,53775,4000.0,-400.6998935615674,3599.3001064384325
personify,verb,B2,53035,4000.0,-401.6620087372694,3598.3379912627306
dignify,verb,B2,48723,4000.0,-407.55004735505764,3592.449952644942
unimaginably,adverb,B2,47025,4000.0,-410.01298728941845,3589.9870127105814
scholasticism,noun,B2,46457,4000.0,-410.85676101245963,3589.1432389875404
admiringly,adverb,B2,45741,4000.0,-411.9352123772374,3588.0647876227627
saleswoman,noun,B2,45726,4000.0,-411.9579857386994,3588.0420142613007
worktable,noun,B2,45046,4000.0,-412.9983021364973,3587.0016978635026
shoplift,verb,B2,43298,4000.0,-415.7463314763754,3584.2536685236246
exultant,adjective,B2,42860,4000.0,-416.4522954748466,3583.547704525153
respectably,adverb,B2,42538,4000.0,-416.97590862088214,3583.0240913791176
overstep,verb,B2,42430,4000.0,-417.15241845426425,3582.847581545736
predicative,adjective,B2,41175,4000.0,-419.23712250081644,3580.7628774991836
doorkeeper,noun,B2,38522,4000.0,-423.8615298527709,3576.138470147229
untrimmed,adjective,B2,37604,4000.0,-425.5362067720327,3574.4637932279675
untalented,adjective,B2,36419,4000.0,-427.7594607758303,3572.24053922417
habitant,noun,B2,36184,4000.0,-428.20894569382966,3571.7910543061703
armful,noun,B2,35794,4000.0,-428.9613813949402,3571.03861860506
housemaster,noun,B2,33747,4000.0,-433.05024575699997,3566.949754243
wordlessly,adverb,B2,33512,4000.0,-433.53544435244834,3566.4645556475516
invitingly,adverb,B2,33388,4000.0,-433.7928371417128,3566.207162858287
unenthusiastic,adjective,B2,32650,4000.0,-435.3447982790635,3564.6552017209365
undreamed,adjective,B2,27227,4000.0,-447.95643911301494,3552.0435608869852
moonscape,noun,B2,27160,4000.0,-448.12751162407966,3551.8724883759205
mortify,verb,B2,26702,4000.0,-449.3083590340922,3550.691640965908
bewilder,verb,B2,25694,4000.0,-451.9802350211951,3548.019764978805
balky,adjective,B2,24948,4000.0,-454.02601868667796,3545.973981313322
unworldly,adjective,B2,24324,4000.0,-455.78478415486785,3544.215215845132
gracefulness,noun,B2,23796,4000.0,-457.3085774051604,3542.6914225948394
preindustrial,adjective,B2,21403,4000.0,-464.66760544193204,3535.332394558068
glocal,adjective,B2,21157,4000.0,-465.4702784072406,3534.5297215927594
tatter,noun,B2,19935,4000.0,-469.60115585562477,3530.3988441443753
layabout,noun,B2,15389,4000.0,-487.5722649768042,3512.427735023196
cyberschool,noun,B2,12867,4000.0,-500.0,3500.0
more,adverb,B1,1544771673,3000.0,312.07718115336377,3312.0771811533637
search,verb,B1,1024093118,3000.0,283.535162880351,3283.535162880351
but,preposition,B1,999899654,3000.0,281.87515521086107,3281.875155210861
view,verb,B1,602279334,3000.0,246.6768804996966,3246.6768804996964
click,noun,B1,536746424,3000.0,238.67842549489546,3238.6784254948952
like,conjunction,B1,520585287,3000.0,236.55569533711594,3236.555695337116
service,noun,B1,519537222,3000.0,236.41576748057355,3236.415767480574
service,verb,B1,519537222,3000.0,236.41576748057355,3236.415767480574
date,verb,B1,488967374,3000.0,232.20512105136686,3232.205121051367
back,verb,B1,488024109,3000.0,232.07104741491332,3232.071047414913
top,adjective,B1,484213771,3000.0,231.5268036039422,3231.5268036039424
name,verb,B1,464532702,3000.0,228.64568505431157,3228.645685054312
go,noun,B1,421086358,3000.0,221.82771082840372,3221.8277108284037
last,verb,B1,417601616,3000.0,221.2507145330544,3221.2507145330546
last,adverb,B1,417601616,3000.0,221.2507145330544,3221.2507145330546
policy,noun,B1,384401868,3000.0,215.49887049567099,3215.498870495671
please,verb,B1,380046348,3000.0,214.7076510509322,3214.7076510509323
available,adjective,B1,379644437,3000.0,214.63418386819694,3214.634183868197
copyright,noun,B1,373906735,3000.0,213.57679692482816,3213.576796924828
support,verb,B1,373512569,3000.0,213.50356251240714,3213.5035625124074
after,conjunction,B1,372948094,3000.0,213.3985506936633,3213.3985506936633
public,adjective,B1,349286123,3000.0,208.84732233934164,3208.8473223393416
through,adverb,B1,342373303,3000.0,207.4593598746162,3207.459359874616
privacy,noun,B1,333272427,3000.0,205.58871762013894,3205.588717620139
book,verb,B1,330959949,3000.0,205.1052586354665,3205.1052586354663
group,verb,B1,321842984,3000.0,203.16572756977473,3203.165727569775
sex,noun,B1,320105999,3000.0,202.78997935644622,3202.789979356446
general,noun,B1,311757793,3000.0,200.95515172864702,3200.9551517286473
general,adjective,B1,311757793,3000.0,200.95515172864702,3200.9551517286473
mail,verb,B1,310337185,3000.0,200.63803538386196,3200.638035383862
management,noun,B1,304201237,3000.0,199.25144758711212,3199.251447587112
development,noun,B1,286291411,3000.0,195.03826374888433,3195.038263748884
report,verb,B1,286237372,3000.0,195.02515653786395,3195.025156537864
off,preposition,B1,284035693,3000.0,194.48902221692367,3194.489022216924
type,verb,B1,272336859,3000.0,191.56862980502706,3191.568629805027
design,verb,B1,264448339,3000.0,189.52770700026826,3189.5277070002685
take,noun,B1,264349801,3000.0,189.50182998745584,3189.501829987456
address,verb,B1,261872866,3000.0,188.84817500267854,3188.8481750026785
even,adjective,B1,245697701,3000.0,184.4212753011633,3184.4212753011634
sign,verb,B1,242290578,3000.0,183.4516905200943,3183.4516905200944
link,verb,B1,240402653,3000.0,182.90854518368792,3182.908545183688
link,noun,B1,240402653,3000.0,182.90854518368792,3182.908545183688
own,verb,B1,232011723,3000.0,180.4417506278079,3180.441750627808
sports,adjective,B1,231864260,3000.0,180.39760562961362,3180.3976056296137
security,noun,B1,230014019,3000.0,179.84131288466415,3179.841312884664
county,noun,B1,227567373,3000.0,179.09879446465925,3179.0987944646595
while,noun,B1,226194991,3000.0,178.67879554123408,3178.678795541234
care,verb,B1,225326739,3000.0,178.4117606670177,3178.411760667018
network,noun,B1,225218991,3000.0,178.37855053062185,3178.378550530622
total,noun,B1,222649459,3000.0,177.5818251773112,3177.581825177311
total,adjective,B1,222649459,3000.0,177.5818251773112,3177.581825177311
place,verb,B1,220970235,3000.0,177.0561709026598,3177.0561709026597
per,preposition,B1,218945655,3000.0,176.41707111870846,3176.4170711187085
access,noun,B1,217986984,3000.0,176.1123825851564,3176.1123825851564
current,adjective,B1,216987137,3000.0,175.79317646827667,3175.7931764682767
control,verb,B1,215560453,3000.0,175.33514451067708,3175.3351445106773
since,conjunction,B1,214302926,3000.0,174.92889914417424,3174.9288991441745
including,preposition,B1,214195457,3000.0,174.8940706786293,3174.8940706786293
guide,noun,B1,213378807,3000.0,174.62883908842718,3174.6288390884274
guide,verb,B1,213378807,3000.0,174.62883908842718,3174.6288390884274
shop,verb,B1,212793848,3000.0,174.43823139262736,3174.438231392627
board,verb,B1,212361059,3000.0,174.2968704346937,3174.2968704346936
location,noun,B1,211243333,3000.0,173.9304529252721,3173.930452925272
account,verb,B1,203611349,3000.0,171.3754537260345,3171.3754537260347
level,adjective,B1,202563642,3000.0,171.01725178021445,3171.0172517802143
digital,adjective,B1,202346767,3000.0,170.94287268281516,3170.942872682815
previous,adjective,B1,201692678,3000.0,170.71806364309964,3170.7180636430994
form,verb,B1,201395192,3000.0,170.6155770177039,3170.615577017704
main,adjective,B1,199616754,3000.0,169.99971335882685,3169.9997133588267
department,noun,B1,197293325,3000.0,169.18680320073315,3169.1868032007333
insurance,noun,B1,193271293,3000.0,167.7566970032168,3167.7566970032167
property,noun,B1,191783393,3000.0,167.22009312913076,3167.220093129131
quality,adjective,B1,189509533,3000.0,166.3919404067101,3166.39194040671
content,noun,B1,188880495,3000.0,166.16108613730682,3166.161086137307
little,determiner,B1,187142519,3000.0,165.51923730890087,3165.5192373089008
little,pronoun,B1,187142519,3000.0,165.51923730890087,3165.5192373089008
reply,verb,B1,184777992,3000.0,164.63636009060917,3164.6363600906093
press,noun,B1,179652730,3000.0,162.68323510201822,3162.6832351020184
press,verb,B1,179652730,3000.0,162.68323510201822,3162.6832351020184
print,noun,B1,178250872,3000.0,162.13930826450064,3162.139308264501
process,noun,B1,176829177,3000.0,161.58329801545608,3161.583298015456
teen,noun,B1,176301486,3000.0,161.375785214679,3161.375785214679
room,verb,B1,176299905,3000.0,161.37516255870366,3161.375162558704
select,adjective,B1,168673045,3000.0,158.3045019494873,3158.3045019494875
gay,adjective,B1,167587791,3000.0,157.85631735311483,3157.8563173531147
category,noun,B1,166811948,3000.0,157.53412961569438,3157.5341296156944
live,adjective,B1,166005029,3000.0,157.19744317033405,3157.197443170334
register,verb,B1,164834442,3000.0,156.70609595080055,3156.706095950801
register,noun,B1,164834442,3000.0,156.70609595080055,3156.706095950801
market,verb,B1,162390150,3000.0,155.66876928858437,3155.6687692885844
series,noun,B1,161518557,3000.0,155.2950956414478,3155.295095641448
model,verb,B1,161205740,3000.0,155.16049128042903,3155.160491280429
model,adjective,B1,161205740,3000.0,155.16049128042903,3155.160491280429
industry,noun,B1,160812623,3000.0,154.99096317280112,3154.990963172801
plan,verb,B1,160746244,3000.0,154.9622969459523,3154.9622969459524
human,noun,B1,160573748,3000.0,154.88774797819178,3154.887747978192
provided,conjunction,B1,159785849,3000.0,154.5462139363915,3154.5462139363917
second,adverb,B1,159343399,3000.0,154.35368403858206,3154.3536840385823
march,verb,B1,158281269,3000.0,153.8893127267222,3153.889312726722
march,noun,B1,158281269,3000.0,153.8893127267222,3153.889312726722
server,noun,B1,153788544,3000.0,151.8899647218085,3151.8899647218086
application,noun,B1,152776595,3000.0,151.43157196479854,3151.4315719647984
complete,verb,B1,149312237,3000.0,149.83896927052263,3149.8389692705227
comment,noun,B1,148628729,3000.0,149.52039224439466,3149.5203922443948
financial,adjective,B1,148330257,3000.0,149.38081726197663,3149.3808172619765
working,adjective,B1,147675944,3000.0,149.07385445420243,3149.0738544542023
standard,noun,B1,147177212,3000.0,148.83896572429376,3148.8389657242938
tax,noun,B1,146906651,3000.0,148.71120586203904,3148.711205862039
blog,noun,B1,145041426,3000.0,147.82398482818542,3147.8239848281855
equipment,noun,B1,144298238,3000.0,147.4672939669905,3147.4672939669904
legal,adjective,B1,142048771,3000.0,146.37636563493413,3146.3763656349342
above,adjective,B1,141894620,3000.0,146.30097542790668,3146.3009754279065
act,verb,B1,141076205,3000.0,145.8993386799043,3145.8993386799043
experience,verb,B1,137134662,3000.0,143.93180783308355,3143.9318078330834
few,pronoun,B1,135132664,3000.0,142.91068908061538,3142.910689080615
single,noun,B1,134754203,3000.0,142.71595589123558,3142.7159558912354
password,noun,B1,132141721,3000.0,141.35662386906927,3141.356623869069
status,noun,B1,128994593,3000.0,139.6829590930588,3139.682959093059
result,verb,B1,127425045,3000.0,138.8329392687284,3138.8329392687283
light,verb,B1,126699632,3000.0,138.43653348202974,3138.4365334820295
release,verb,B1,125340846,3000.0,137.68787234765318,3137.687872347653
analysis,noun,B1,124949540,3000.0,137.4707657585535,3137.4707657585536
request,verb,B1,124620318,3000.0,137.28757764922693,3137.287577649227
fax,verb,B1,124500817,3000.0,137.22096429379053,3137.2209642937905
fax,noun,B1,124500817,3000.0,137.22096429379053,3137.2209642937905
yet,conjunction,B1,123160529,3000.0,136.4694375298826,3136.4694375298827
star,verb,B1,122498186,3000.0,136.09502347864907,3136.095023478649
future,adjective,B1,121844371,3000.0,135.72343938609833,3135.723439386098
interest,verb,B1,120272948,3000.0,134.82213048760866,3134.822130487609
delivery,noun,B1,117119498,3000.0,132.9773490832972,3132.977349083297
net,noun,B1,116883588,3000.0,132.83734998956686,3132.837349989567
term,noun,B1,116282824,3000.0,132.47955093970108,3132.479550939701
film,verb,B1,116097842,3000.0,132.36900828709508,3132.3690082870953
journal,noun,B1,114532201,3000.0,131.42628705416405,3131.4262870541643
welcome,adjective,B1,114025350,3000.0,131.118333119657,3131.118333119657
central,adjective,B1,113841948,3000.0,131.00656383536023,3131.0065638353603
president,noun,B1,113756376,3000.0,130.95435272194425,3130.9543527219444
notice,verb,B1,113691786,3000.0,130.91491760110046,3130.9149176011006
until,conjunction,B1,113090086,3000.0,130.54647231365095,3130.546472313651
cell,noun,B1,113067567,3000.0,130.53264499009697,3130.5326449900967
council,noun,B1,112893718,3000.0,130.42580383904726,3130.425803839047
agreement,noun,B1,111356320,3000.0,129.47375132950538,3129.4737513295054
format,verb,B1,111279626,3000.0,129.42591405451492,3129.425914054515
format,noun,B1,111279626,3000.0,129.42591405451492,3129.425914054515
least,adverb,B1,111229798,3000.0,129.3948165624986,3129.394816562499
log,noun,B1,111170350,3000.0,129.3576970299739,3129.3576970299737
safety,noun,B1,111064464,3000.0,129.29153226215192,3129.291532262152
edition,noun,B1,110051463,3000.0,128.65533294597265,3128.6553329459725
further,adverb,B1,109528141,3000.0,128.32437094874626,3128.324370948746
able,adjective,B1,109389038,3000.0,128.23613267093265,3128.2361326709324
display,verb,B1,106342539,3000.0,126.27495696372591,3126.274956963726
limited,adjective,B1,106154969,3000.0,126.1523796890308,3126.1523796890306
past,adjective,B1,105625616,3000.0,125.80527502366635,3125.8052750236666
whether,conjunction,B1,105014961,3000.0,125.40269204410947,3125.4026920441092
land,noun,B1,103132933,3000.0,124.14704896799776,3124.1470489679978
region,noun,B1,102552342,3000.0,123.75506476742794,3123.755064767428
record,noun,B1,102234743,3000.0,123.53969872783637,3123.5396987278364
direct,verb,B1,102234090,3000.0,123.5392552352397,3123.5392552352396
district,noun,B1,101325723,3000.0,122.91956807277029,3122.9195680727703
update,verb,B1,100765188,3000.0,122.53439370462729,3122.5343937046273
resource,noun,B1,99964083,3000.0,121.98017477882047,3121.9801747788206
present,adjective,B1,99420744,3000.0,121.60174948241047,3121.6017494824105
either,pronoun,B1,99143011,3000.0,121.40751420826291,3121.407514208263
either,determiner,B1,99143011,3000.0,121.40751420826291,3121.407514208263
document,noun,B1,98703772,3000.0,121.0992146332211,3121.099214633221
bill,verb,B1,98494166,3000.0,120.95160937943945,3120.9516093794396
written,adjective,B1,98056850,3000.0,120.64263597222191,3120.642635972222
talk,noun,B1,97850837,3000.0,120.49660545586573,3120.496605455866
via,preposition,B1,97167128,3000.0,120.00975142812786,3120.009751428128
finance,verb,B1,96554164,3000.0,119.5703521160276,3119.5703521160276
individual,adjective,B1,94815082,3000.0,118.30834971425406,3118.3083497142543
plus,conjunction,B1,94730251,3000.0,118.24619961431392,3118.246199614314
function,noun,B1,93878887,3000.0,117.6193608974495,3117.6193608974495
global,adjective,B1,93450595,3000.0,117.30186735371069,3117.301867353711
economic,adjective,B1,93044306,3000.0,116.99933689866702,3116.999336898667
amount,noun,B1,92039679,3000.0,116.24556389186819,3116.245563891868
risk,noun,B1,91486135,3000.0,115.82671572685138,3115.8267157268515
various,adjective,B1,91156139,3000.0,115.57581139816409,3115.575811398164
commercial,adjective,B1,90554932,3000.0,115.11635475358685,3115.116354753587
treatment,noun,B1,90001988,3000.0,114.69108090126224,3114.6910809012625
currently,adverb,B1,89075990,3000.0,113.97300219423755,3113.973002194238
construction,noun,B1,88770071,3000.0,113.73413146244741,3113.7341314624473
clear,verb,B1,88447610,3000.0,113.48145142187457,3113.4814514218747
protection,noun,B1,87824220,3000.0,112.99034112470781,3112.990341124708
sort,noun,B1,86985936,3000.0,112.32441177343765,3112.3244117734375
half,adverb,B1,86290420,3000.0,111.76700728327035,3111.7670072832702
engineering,noun,B1,85964618,3000.0,111.50435411577575,3111.5043541157756
none,pronoun,B1,85523201,3000.0,111.14690267782044,3111.1469026778204
whole,noun,B1,85202530,3000.0,110.88607028388435,3110.8860702838842
annual,adjective,B1,85043687,3000.0,110.7565042848895,3110.7565042848896
active,adjective,B1,84084764,3000.0,109.96914667506326,3109.9691466750633
chat,noun,B1,83625620,3000.0,109.58896572068363,3109.5889657206835
speed,verb,B1,83135749,3000.0,109.18103366001401,3109.181033660014
loss,noun,B1,83015916,3000.0,109.08087877861374,3109.0808787786136
discount,noun,B1,82646962,3000.0,108.77160147478537,3108.7716014747853
increase,noun,B1,81983061,3000.0,108.2115899693789,3108.211589969379
advertise,verb,B1,81965610,3000.0,108.19680866598992,3108.19680866599
base,verb,B1,81894680,3000.0,108.1366973024692,3108.136697302469
near,adverb,B1,81652767,3000.0,107.93128991150343,3107.9312899115034
near,adjective,B1,81652767,3000.0,107.93128991150343,3107.9312899115034
environmental,adjective,B1,81596309,3000.0,107.88326405860141,3107.8832640586015
storage,noun,B1,81320471,3000.0,107.64814436674408,3107.648144366744
entry,noun,B1,80717798,3000.0,107.13164897114848,3107.1316489711485
stay,noun,B1,80694073,3000.0,107.11123765243724,3107.111237652437
growth,noun,B1,79998480,3000.0,106.510115855045,3106.510115855045
income,noun,B1,79240506,3000.0,105.8491051441315,3105.8491051441315
employment,noun,B1,79105156,3000.0,105.73040465534928,3105.730404655349
ad,noun,B1,78774169,3000.0,105.43927488128918,3105.4392748812893
package,noun,B1,78421168,3000.0,105.12743093472386,3105.1274309347236
engine,noun,B1,78078059,3000.0,104.82297747011887,3104.822977470119
port,noun,B1,78051775,3000.0,104.79959954968933,3104.7995995496894
regional,adjective,B1,77752808,3000.0,104.5331322814443,3104.5331322814445
